NAME,PRIMARY TYPE,LAST ERUPTION YEAR,COUNTRY,REGION2,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,EVIDENCE CATEGORY,POPULATION WITHIN 5KM,POPULATION WITHIN 10KM,POPULATION WITHIN 30KM,POPULATION WITHIN 100KM
Northern EPR at 10.7°N,Submarine,2003,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",10.73,-103.58,-2900,Eruption Observed,0,0,0,0
Northern EPR at 16°N,Submarine,-50,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",15.83,-105.43,-2300,Eruption Dated,0,0,0,0
Northern EPR at 17°N,Submarine,-50,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",16.55,-105.32,-2700,Eruption Dated,0,0,0,0
Northern EPR at 9.8°N,Submarine,2006,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",9.83,-104.3,-2500,Eruption Observed,0,0,0,0
Nosy-Be,Pyroclastic cone(s),Unknown,Madagascar,"Middle East and Indian Ocean","Indian Ocean (western)",-13.32,48.48,214,Evidence Credible,14015,14015,61656,396548
Novarupta,Caldera,1912,United States,"Alaska","Alaska Peninsula",58.27,-155.157,841,Eruption Observed,0,0,0,667
Numazawa,Shield,-3400,Japan,"Japan, Taiwan, Marianas","Honshu",37.444,139.566,835,Eruption Dated,990,4082,110303,4383246
NW Eifuku,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.485,144.043,-1535,Unrest / Holocene,0,0,0,0
NW Rota-1,Submarine,2010,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",14.601,144.775,-517,Eruption Observed,0,0,0,5988
Nyambeni Hills,Shield,Unknown,Kenya,"Africa and Red Sea","Africa (eastern)",0.23,37.87,750,Evidence Credible,13389,107199,768936,2781323
Nyamuragira,Shield,2017,DR Congo,"Africa and Red Sea","Africa (central)",-1.408,29.2,3058,Eruption Observed,3751,27027,711356,8333476
Nyiragongo,Stratovolcano,2017,DR Congo,"Africa and Red Sea","Africa (central)",-1.52,29.25,3470,Eruption Observed,2416,31145,1006436,9087529
Nylgimelkin,Shield(s),-3550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.97,160.65,1764,Eruption Dated,0,0,26,1792
O'a Caldera,Caldera,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",7.47,38.58,2075,Evidence Credible,148588,148588,477361,8808566
Odamoisan [Tebenkov],Stratovolcano,Unknown,Japan - administered by Russia,"Kuril Islands","Kuril Islands",45.026,147.922,1208,Evidence Uncertain,0,0,0,0
Ofu-Olosega,Shield(s),1866,United States,"New Zealand to Fiji","Samoan and Wallis Islands",-14.175,-169.618,639,Eruption Observed,220,384,1387,1387
Ojos del Salado,Stratovolcano,750,Chile-Argentina,"South America","Northern Chile, Bolivia and Argentina",-27.109,-68.541,6879,Eruption Dated,0,11,572,10774
Okataina,Lava dome(s),1981,New Zealand,"New Zealand to Fiji","New Zealand",-38.12,176.5,1111,Eruption Observed,18,579,79591,362413
Oki-Dogo,Shield,Unknown,Japan,"Japan, Taiwan, Marianas","Honshu",36.176,133.334,151,Evidence Credible,6391,12388,22076,691492
Okmok,Shield,2008,United States,"Alaska","Aleutian Islands",53.43,-168.13,1073,Eruption Observed,0,0,0,4
Oku Volcanic Field,Stratovolcano,Unknown,Cameroon,"Africa and Red Sea","Africa (western)",6.25,10.5,3011,Evidence Uncertain,131944,131944,399741,3698980
Ol Kokwe,Shield,Unknown,Kenya,"Africa and Red Sea","Africa (eastern)",0.62,36.075,1130,Evidence Credible,151,8229,115689,2700016
Olca-Paruma,Stratovolcano(es),1867,Chile-Bolivia,"South America","Northern Chile, Bolivia and Argentina",-20.939,-68.413,5705,Eruption Observed,20,225,2318,16180
Olkaria,Pyroclastic cone(s),1770,Kenya,"Africa and Red Sea","Africa (eastern)",-0.904,36.292,2434,Eruption Dated,59747,59747,208003,8437829
Olkoviy Volcanic Group,Volcanic field,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.02,157.53,681,Evidence Credible,34,34,46,3780
Olot Volcanic Field,Pyroclastic cone(s),Unknown,Spain,"Mediterranean and Western Asia","Western Europe",42.17,2.53,893,Evidence Credible,33377,33377,101153,5238117
Omanago Group,Lava dome(s),-3050,Japan,"Japan, Taiwan, Marianas","Honshu",36.795,139.507,2341,Eruption Dated,698,16316,113236,10276159
Ontakesan,Complex,2014,Japan,"Japan, Taiwan, Marianas","Honshu",35.893,137.48,3067,Eruption Observed,176,2098,86634,8307889
Opala,Caldera,1776,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.543,157.339,2439,Eruption Observed,22,22,50,58949
Oraefajokull,Stratovolcano,1728,Iceland,"Iceland and Arctic Ocean","Iceland (southeastern)",64.05,-16.633,2010,Eruption Observed,0,2,367,2723
Orizaba,Stratovolcano,1846,Mexico,"México and Central America","Mexico",19.03,-97.27,5564,Eruption Observed,413,4469,759747,5962920
Orosi,Stratovolcano(es),Unknown,Costa Rica,"México and Central America","Costa Rica",10.98,-85.473,1659,Evidence Uncertain,43,1024,31463,588207
Oshima-Oshima,Stratovolcano,1790,Japan,"Japan, Taiwan, Marianas","Hokkaido",41.51,139.367,732,Eruption Observed,6,6,6,88023
Osorezan,Stratovolcano,1787,Japan,"Japan, Taiwan, Marianas","Honshu",41.276,141.124,878,Eruption Observed,11577,42590,80028,1714622
Osorno,Stratovolcano,1869,Chile,"South America","Southern Chile and Argentina",-41.105,-72.496,2659,Eruption Observed,88,674,11964,655492
Ostanets,Shield(s),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.146,157.322,719,Evidence Credible,0,0,66,6106
Ostry,Stratovolcano,-2050,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",58.18,160.82,2552,Eruption Dated,0,0,8,2547
Otdelniy,Shield(s),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.22,157.428,791,Evidence Credible,14,14,34,8527
Overo,Maar,Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.52,-67.67,4555,Evidence Uncertain,5,29,659,7138
Ozernoy,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.88,157.38,562,Evidence Credible,0,2,81,3688
Pacaya,Complex,2017,Guatemala,"México and Central America","Guatemala",14.382,-90.601,2569,Eruption Observed,4250,53579,2454482,7033094
Pagan,Stratovolcano(es),2012,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.13,145.8,570,Eruption Observed,0,0,0,0
Paka,Shield,-7550,Kenya,"Africa and Red Sea","Africa (eastern)",0.92,36.18,1697,Eruption Dated,468,4354,62835,1256175
Palena Volcanic Group,Pyroclastic cone(s),Unknown,Chile,"South America","Southern Chile and Argentina",-43.78,-72.47,2991,Evidence Credible,7,51,1425,23586
Pali-Aike Volcanic Field,Pyroclastic cone(s),-5550,Chile-Argentina,"South America","Southern Chile and Argentina",-52.082,-69.698,282,Eruption Dated,288,288,651,95765
Palinuro,Submarine,-8040,Italy,"Mediterranean and Western Asia","Italy",39.48,14.83,-70,Eruption Dated,0,0,0,225314
Palomo,Stratovolcano,Unknown,Chile,"South America","Central Chile and Argentina",-34.608,-70.295,4860,Evidence Credible,162,325,4732,965894
Paluweh,Stratovolcano,2013,Indonesia,"Indonesia","Lesser Sunda Islands",-8.32,121.708,875,Eruption Observed,446,446,5284,548803
Pampa Luxsar,Volcanic field,Unknown,Bolivia,"South America","Northern Chile, Bolivia and Argentina",-20.85,-68.2,5543,Evidence Uncertain,419,419,1391,16459
Panarea,Stratovolcano,Unknown,Italy,"Mediterranean and Western Asia","Italy",38.638,15.064,399,Evidence Uncertain,2127,2127,42429,1319585
Pantelleria,Shield,1891,Italy,"Mediterranean and Western Asia","Italy",36.77,12.02,836,Eruption Observed,6561,10985,12403,142817
Pantojo,Stratovolcano,Unknown,Chile-Argentina,"South America","Central Chile and Argentina",-40.768,-71.943,1897,Evidence Credible,91,474,9443,269944
Papandayan,Stratovolcano(es),2002,Indonesia,"Indonesia","Java",-7.32,107.73,2665,Eruption Observed,6835,163468,1637971,19312972
Papayo,Lava dome,Unknown,Mexico,"México and Central America","Mexico",19.308,-98.7,3600,Evidence Credible,377,2081,2207308,28677002
Parinacota,Stratovolcano,290,Chile-Bolivia,"South America","Northern Chile, Bolivia and Argentina",-18.166,-69.142,6336,Eruption Dated,18,123,3442,63717
Parker,Stratovolcano,1641,Philippines,"Philippines and SE Asia","Mindanao",6.113,124.892,1824,Eruption Observed,331,2963,484481,3532683
Patah,Stratovolcano?,Unknown,Indonesia,"Indonesia","Sumatra",-4.257,103.306,2836,Unrest / Holocene,47,214,64024,1302916
Patoc,Stratovolcano,Unknown,Philippines,"Philippines and SE Asia","Luzon",17.147,120.98,1865,Unrest / Holocene,3621,24203,89470,5187827
Patuha,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-7.162,107.4,2422,Evidence Credible,12576,76063,1516827,23632738
Paulet,Pyroclastic cone,Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-63.579,-55.78,353,Evidence Credible,0,0,0,0
Pavlof,Stratovolcano,2016,United States,"Alaska","Alaska Peninsula",55.417,-161.894,2493,Eruption Observed,0,0,0,3002
Pavlof Sister,Stratovolcano,Unknown,United States,"Alaska","Alaska Peninsula",55.457,-161.854,2142,Evidence Credible,0,0,0,1860
Payun Matru,Shield,-5050,Argentina,"South America","Central Chile and Argentina",-36.422,-69.241,3715,Eruption Dated,0,0,151,13636
Peinado,Stratovolcano,Unknown,Argentina,"South America","Northern Chile, Bolivia and Argentina",-26.623,-68.116,5741,Evidence Credible,0,0,47,8585
Pelee,Stratovolcano,1932,France,"West Indies","West Indies",14.809,-61.165,1394,Eruption Observed,251,5025,382633,609576
Penanggungan,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-7.616,112.62,1631,Evidence Credible,19435,416275,4605710,25773159
Penguin Island,Stratovolcano,1905,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-62.1,-57.93,180,Eruption Observed,0,0,0,0
Perbakti-Gagak,Stratovolcano(es),1939,Indonesia,"Indonesia","Java",-6.75,106.7,1699,Eruption Observed,1490,28784,2333456,36630568
Petacas,Lava dome,Unknown,Colombia,"South America","Colombia",1.666,-76.814,3280,Evidence Uncertain,673,2765,87794,1850111
Peter I Island,Shield,Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-68.85,-90.58,1640,Evidence Credible,0,0,0,0
Peuet Sague,Complex,2000,Indonesia,"Indonesia","Sumatra",4.914,96.329,2801,Eruption Observed,53,144,16227,1862448
Pico,Stratovolcano,1720,Portugal,"Atlantic Ocean","Azores",38.47,-28.4,2351,Eruption Observed,304,5944,31521,56736
Pico Fracture Zone,Submarine,1865,Undersea Features,"Atlantic Ocean","Atlantic Ocean (northern)",38.75,-38.08,-4200,Eruption Observed,0,0,0,0
Picos Volcanic System,Pyroclastic cone(s),1652,Portugal,"Atlantic Ocean","Azores",37.78,-25.67,350,Eruption Observed,115732,115732,123990,139730
Piip,Submarine,-5050,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.42,167.33,-300,Eruption Dated,0,0,0,574
Pilas,Complex,1954,Nicaragua,"México and Central America","Nicaragua",12.495,-86.688,1088,Eruption Observed,182,8324,299481,3351820
Pinacate,Pyroclastic cone(s),Unknown,Mexico,"México and Central America","Mexico",31.772,-113.498,1200,Evidence Credible,92,92,408,62753
Pinatubo,Stratovolcano,1993,Philippines,"Philippines and SE Asia","Luzon",15.13,120.35,1486,Eruption Observed,725,3808,1148684,21875048
Pinta,Shield,1928,Ecuador,"South America","Galapagos Islands",0.58,-90.75,780,Eruption Observed,427,427,427,1626
Piratkovsky,Stratovolcano,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.113,157.849,1322,Evidence Credible,0,4,214,34133
Planchon-Peteroa,Stratovolcano(es),2011,Chile,"South America","Central Chile and Argentina",-35.223,-70.568,3977,Eruption Observed,6,48,1345,634959
Plat Pays,Stratovolcano,1270,Dominica,"West Indies","West Indies",15.255,-61.341,940,Eruption Dated,11227,38372,57856,557207
Platanar,Stratovolcano(es),Unknown,Costa Rica,"México and Central America","Costa Rica",10.3,-84.366,2267,Evidence Credible,620,40382,339271,3381523
Pleiades,Stratovolcano,-1050,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-72.67,165.5,3040,Eruption Dated,0,0,0,0
Plosky,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.83,160.25,1255,Evidence Uncertain,0,2,166,1813
Plosky,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.2,158.47,1236,Evidence Uncertain,0,40,173,9676
Poas,Stratovolcano,2017,Costa Rica,"México and Central America","Costa Rica",10.2,-84.233,2708,Eruption Observed,1947,11107,950796,3411023
Pocdol Mountains,Compound,Unknown,Philippines,"Philippines and SE Asia","Luzon",13.05,123.958,1102,Unrest / Holocene,2281,116612,808931,3440360
Poco Leok,Stratovolcano,Unknown,Indonesia,"Indonesia","Lesser Sunda Islands",-8.68,120.48,1675,Unrest / Holocene,653,47055,270617,862807
Pogranychny,Shield(s),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.85,159.8,1427,Evidence Uncertain,0,0,8,9983
Popa,Stratovolcano,-442,Burma (Myanmar),"Philippines and SE Asia","Southeast Asia",20.92,95.25,1518,Eruption Dated,1108,22922,452931,5923206
Popocatepetl,Stratovolcano(es),2017,Mexico,"México and Central America","Mexico",19.023,-98.622,5426,Eruption Observed,325,2584,634054,26509510
Porak,Stratovolcano,-778,Armenia-Azerbaijan,"Mediterranean and Western Asia","Western Asia",40.028,45.74,3029,Eruption Dated,194,955,62882,1713373
Possession,Stratovolcano,Unknown,France,"Middle East and Indian Ocean","Indian Ocean (southern)",-46.42,51.75,934,Evidence Credible,0,0,0,0
Prestahnukur,Subglacial,-3350,Iceland,"Iceland and Arctic Ocean","Iceland (southwestern)",64.583,-20.666,1385,Eruption Dated,60,60,233,183485
Prevo Peak,Stratovolcano,1825,Russia,"Kuril Islands","Kuril Islands",47.02,152.12,1360,Eruption Observed,0,6,92,146
Prieto,Lava dome,Unknown,Mexico,"México and Central America","Mexico",32.418,-115.305,223,Evidence Uncertain,4506,15945,571710,1308761
Prince Edward Island,Shield,Unknown,South Africa,"Middle East and Indian Ocean","Indian Ocean (southern)",-46.63,37.95,672,Evidence Credible,0,0,0,0
Protector Seamounts,Submarine,1962,United Kingdom,"Antarctica","Antarctica and South Sandwich Islands",-55.912,-28.167,-55,Eruption Observed,0,0,0,0
Pular,Stratovolcano(es),Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,Evidence Uncertain,0,0,50,5000
Pulosari,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-6.343,105.978,1324,Evidence Credible,5739,42356,739785,20059788
Pululagua,Caldera,290,Ecuador,"South America","Ecuador",0.038,-78.463,3356,Eruption Dated,534403,534403,1192411,3330856
Puntiagudo-Cordon Cenizos,Stratovolcano,1850,Chile,"South America","Central Chile and Argentina",-40.969,-72.264,2493,Eruption Observed,30,284,5666,698814
Purace,Stratovolcano(es),1977,Colombia,"South America","Colombia",2.32,-76.4,4650,Eruption Observed,1465,7152,335698,1751540
Purico Complex,Pyroclastic shield,Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.0,-67.75,5703,Evidence Credible,0,11,1024,10741
Putana,Stratovolcano,1810,Chile,"South America","Northern Chile, Bolivia and Argentina",-22.557,-67.853,5884,Eruption Observed,24,80,1609,12788
Puyehue-Cordon Caulle,Stratovolcano,2012,Chile,"South America","Central Chile and Argentina",-40.59,-72.117,2236,Eruption Observed,129,783,7163,515357
Puyuhuapi,Pyroclastic cone(s),Unknown,Chile,"South America","Southern Chile and Argentina",-44.3,-72.53,524,Evidence Credible,759,819,1063,17135
Qualibou,Caldera,1766,Saint Lucia,"West Indies","West Indies",13.83,-61.05,777,Eruption Observed,87921,87921,172439,690495
Quetrupillan,Stratovolcano,1872,Chile,"South America","Central Chile and Argentina",-39.5,-71.7,2360,Eruption Observed,129,518,11191,269087
Quezaltepeque,Volcanic field,Unknown,Guatemala,"México and Central America","Guatemala",14.57,-89.45,1200,Evidence Credible,8913,34920,381365,5440661
Quill,Stratovolcano,250,Netherlands,"West Indies","West Indies",17.478,-62.96,601,Eruption Dated,2195,2195,8361,134936
Quilotoa,Caldera,1280,Ecuador,"South America","Ecuador",-0.85,-78.9,3914,Eruption Dated,40429,40429,124306,4333779
Quimsachata,Lava dome,-4450,Peru,"South America","Peru",-14.176,-71.351,3693,Eruption Dated,5061,9561,85048,580016
Rabaul,Pyroclastic shield,2014,Papua New Guinea,"Melanesia and Australia","New Britain",-4.271,152.203,688,Eruption Observed,3311,43531,199361,252121
Ragang,Stratovolcano,1873,Philippines,"Philippines and SE Asia","Mindanao",7.7,124.5,2815,Eruption Observed,447,2646,331796,6423725
Rahah,Volcanic field,Unknown,Saudi Arabia,"Middle East and Indian Ocean","Middle East (southern)",27.8,36.17,1950,Evidence Credible,98,98,421,647572
Rahat,Volcanic field,1256,Saudi Arabia,"Middle East and Indian Ocean","Middle East (southern)",23.08,39.78,1744,Eruption Observed,1010115,1010115,1010115,138380
Raikoke,Stratovolcano,1924,Russia,"Kuril Islands","Kuril Islands",48.292,153.25,551,Eruption Observed,0,0,134,142
Rainier,Stratovolcano,1894,United States,"Canada and Western USA","USA (Washington)",46.853,-121.76,4392,Eruption Observed,0,128,3187,2667609
Rajabasa,Stratovolcano,Unknown,Indonesia,"Indonesia","Sumatra",-5.78,105.625,1281,Unrest / Holocene,3534,144855,557060,7750607
Rakkibetsudake [Demon],Stratovolcano,Unknown,Japan - administered by Russia,"Kuril Islands","Kuril Islands",45.5,148.85,1205,Evidence Credible,69,150,453,4180
Ranakah,Lava dome(s),1991,Indonesia,"Indonesia","Lesser Sunda Islands",-8.62,120.52,2350,Eruption Observed,1283,63314,291790,860496
Ranau,Caldera,Unknown,Indonesia,"Indonesia","Sumatra",-4.83,103.92,1881,Evidence Uncertain,12275,12275,21279,939197
Raoul Island,Stratovolcano,2006,New Zealand,"New Zealand to Fiji","Kermadec Islands",-29.27,-177.92,516,Eruption Observed,0,0,0,0
Rasshua,Stratovolcano,1957,Russia,"Kuril Islands","Kuril Islands",47.77,153.02,956,Eruption Observed,0,9,9,200
Raung,Stratovolcano,2015,Indonesia,"Indonesia","Java",-8.119,114.056,3260,Eruption Observed,152,572,581515,8123987
Rausudake,Stratovolcano,1800,Japan,"Japan, Taiwan, Marianas","Hokkaido",44.076,145.122,1660,Eruption Dated,35,4623,8574,218325
Raususan [Mendeleev],Stratovolcano,1880,Japan - administered by Russia,"Kuril Islands","Kuril Islands",43.979,145.733,882,Eruption Observed,236,1783,3527,114486
Recheschnoi,Stratovolcano,Unknown,United States,"Alaska","Aleutian Islands",53.157,-168.539,1984,Evidence Credible,0,0,0,17
Reclus,Pyroclastic cone,1908,Chile,"South America","Southern Chile and Argentina",-50.964,-73.585,1000,Eruption Observed,0,1,420,12382
Red Hill,Volcanic field,-9450,United States,"Canada and Western USA","USA (New Mexico)",34.25,-108.83,2300,Eruption Dated,0,0,0,0
Redoubt,Stratovolcano,2009,United States,"Alaska","Alaska (southwestern)",60.485,-152.742,3108,Eruption Observed,0,0,1,32410
Reporoa,Caldera,1180,New Zealand,"New Zealand to Fiji","New Zealand",-38.42,176.33,592,Eruption Dated,2920,2920,11513,363602
Resago,Pyroclastic cone,Unknown,Chile,"South America","Central Chile and Argentina",-36.45,-70.92,1890,Evidence Credible,35,196,2095,268547
Reventador,Stratovolcano,2017,Ecuador,"South America","Ecuador",-0.077,-77.656,3562,Eruption Observed,484,963,4403,2619647
Reykjanes,Crater rows,1926,Iceland,"Iceland and Arctic Ocean","Iceland (southwestern)",63.85,-22.566,140,Eruption Observed,13995,13995,15542,192922
Riendengan-Sempu,Caldera,Unknown,Indonesia,"Indonesia","Sulawesi",1.13,124.758,1549,Unrest / Holocene,263169,263169,507642,1671136
Rincon de la Vieja,Complex,2017,Costa Rica,"México and Central America","Costa Rica",10.83,-85.324,1916,Eruption Observed,271,1428,78668,659105
Rinjani,Stratovolcano,2016,Indonesia,"Indonesia","Lesser Sunda Islands",-8.42,116.47,3726,Eruption Observed,10289,55594,1374441,3555330
Risco Plateado,Stratovolcano,Unknown,Argentina,"South America","Central Chile and Argentina",-34.917,-69.981,4999,Evidence Uncertain,0,0,522,190076
Rishirizan,Stratovolcano,-5830,Japan,"Japan, Taiwan, Marianas","Hokkaido",45.179,141.242,1721,Eruption Dated,178,9895,12933,94414
